city_ibge_code,city,state,epidemiological_week,growth_accel_rate,growth_rate_NORM_(%),growth_accel_NORM_(%),growth_accel_rate_NORM_(%),LENTO,EXPONENCIAL,DESACELERACAO,ESTAVEL,LINEAR,CLASSIFICACAO,date,n_mean,n_std,n_mean_ICU,n_std_ICU,n_mean_ICU_SUS,n_std_ICU_SUS,n_mean_ICU_cor,n_std_ICU_cor,last_available_confirmed,last_available_deaths,estimated_population_2019,last_available_confirmed_per_100k_inhabitants,last_available_death_rate,leitos,UTI_adulto_COVID19
3548708,São Bernardo do Campo,SP,29,-0.3173841933686219,1.491277819550671,0.006549875497487609,-0.0029832145255063625,0,0,0,0,1,LINEAR,2020-07-14,10639.0,98.20894032416784,709.93,100.94379158519834,445.71,102.06936347208185,192.0,132.4263035988262,10639,500,838936.0,1268.15395,0.047,1908,144
3518800,Guarulhos,SP,29,-0.2620918990132888,1.4397254095244376,0.006710621373924868,-0.0028769692537133785,0,0,0,0,1,LINEAR,2020-07-14,9109.999999999998,90.20873773441444,613.4,92.88651551025242,384.14,93.57769586624991,158.24,123.9380512330025,9110,851,1379182.0,660.5364599999998,0.0934,2101,106
1501402,Belém,PA,29,0.006076664973048213,1.0327586364703638,-0.005813385376002062,2.70892696730038e-05,0,0,0,0,1,LINEAR,2020-07-14,22432.000000000004,145.43922886528688,1117.67,148.85494614868963,1013.87,149.13325616015126,139.41000000000008,202.2785320349696,22432,1999,1492745.0,1502.73489,0.0891,3844,276
2507507,João Pessoa,PB,29,-0.309621407783228,1.437745399633327,0.0018503795209704784,-0.0018288328870834493,0,0,0,0,1,LINEAR,2020-07-14,16930.0,126.19318763729127,1068.02,129.86827790519362,956.18,130.30816246905107,229.7199999999999,173.4169613703028,16930,471,809015.0,2092.66824,0.0278,2876,230
3505708,Barueri,SP,29,-0.03729427180219114,1.18007260285664,0.0007642485609687872,-0.0014321916974727785,0,0,0,0,1,LINEAR,2020-07-14,2604.0,50.54559497836752,173.3,51.96120641129468,110.3,52.2627685041385,33.11000000000001,68.64453292142062,2604,241,274182.0,949.73412,0.0925,476,65
3509502,Campinas,SP,29,-0.3945589602138357,1.6626484277282778,0.013081462206004642,-0.0033864815055689268,0,1,0,0,0,EXPONENCIAL,2020-07-14,11651.0,104.1748840395153,773.76,107.08934617713595,486.56,107.86099603029106,238.32000000000005,137.4833687572736,11651,455,1204073.0,967.63236,0.0391,2679,152
3549904,São José dos Campos,SP,29,-0.12441403138469892,1.5909786240210382,0.013121989877355644,-0.002962944305422694,0,1,0,0,0,EXPONENCIAL,2020-07-14,4199.0,64.48268579763696,280.71,66.17620922715933,175.15,66.69946152463878,81.34,86.45196021052631,4199,116,721944.0,581.62406,0.0276,1622,16
2111300,São Luís,MA,29,-0.021179317773813128,0.8341322574480641,-0.010257842947738507,-0.00014670165390187108,0,0,1,0,0,DESACELERACAO,2020-07-14,14437.000000000002,115.44490837055945,754.61,118.1666990682522,703.42,118.34057786189348,69.43000000000006,162.20645646268775,14437,980,1101884.0,1310.21051,0.0679,4177,167
5103403,Cuiabá,MT,29,-0.3146716042098385,1.7554316143892987,0.013622733756639334,-0.005050097965171536,0,1,0,0,0,EXPONENCIAL,2020-07-14,6231.0,75.1206033688831,354.2399999999999,77.212476002943,294.43,77.54889780328956,131.76999999999998,97.87566247050594,6231,325,612547.0,1017.22807,0.0522,1897,128
1100205,Porto Velho,RO,29,-0.5471127696827203,1.4053829005298275,-0.010617986219284106,-0.0034945884624598893,0,0,1,0,0,DESACELERACAO,2020-07-14,15656.000000000002,115.88177796636738,844.1600000000002,118.7893213409626,772.85,119.05246895653393,135.75000000000009,165.54263773445444,15656,425,529544.0,2956.50597,0.0271,1700,54
1400100,Boa Vista,RR,29,-0.9007177572610834,1.618996622608836,-0.0018144572343980739,-0.005436490567727447,0,0,0,0,1,LINEAR,2020-07-14,16568.0,120.16247586522428,753.56,122.9960576850356,717.42,123.13258628836077,238.83999999999992,161.172715470458,16568,318,399213.0,4150.16545,0.0192,1321,26
4202404,Blumenau,SC,29,-0.051279354905392927,1.835627987435246,0.04309412406288083,-0.0016807392627136324,0,1,0,0,0,EXPONENCIAL,2020-07-14,3051.0,52.994068659910546,200.84,54.51907476407971,158.82,54.78300022024454,92.97999999999996,68.33032333355878,3051,16,357199.0,854.1457300000002,0.0052,696,29
3543402,Ribeirão Preto,SP,29,-0.2343220872103309,1.823422050969652,0.030217042128589826,-0.0034358077303567585,0,1,0,0,0,EXPONENCIAL,2020-07-14,6820.0,79.35921910254446,457.91,81.73489313974575,288.22,82.41228280156822,191.5900000000001,103.424728355232,6820,233,703293.0,969.72386,0.0342,2203,75
3552205,Sorocaba,SP,29,-0.23722881198938855,1.8070107652251408,0.021468440776651176,-0.0036609384566263672,0,1,0,0,0,EXPONENCIAL,2020-07-14,6480.0,75.13070496330262,438.31,77.49576329247185,274.35,78.0088509611751,154.0099999999999,100.7530332450632,6480,162,679378.0,953.81364,0.025,1455,35
3506003,Bauru,SP,29,-0.09130959939821766,1.7531862345685585,0.014540836038927234,-0.0044869582013866175,0,1,0,0,0,EXPONENCIAL,2020-07-14,2035.0,44.35320812192813,137.65999999999997,45.71482112736603,85.86,46.06891870564221,47.879999999999974,58.45685878828881,2035,42,376818.0,540.04851,0.0206,1290,9
3548906,São Carlos,SP,29,-0.023601385961538573,1.7026549350570508,0.01767907407897279,-0.003176498783517978,0,1,0,0,0,EXPONENCIAL,2020-07-14,743.0000000000001,24.961165797690576,48.5,25.746708488266957,29.93,25.968790845547623,17.329999999999995,33.32720005695593,743,15,251983.0,294.86116,0.0202,453,20
