,date,city,city_ibge_code,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths,growth_rate,growth_accel,growth_accel_rate,growth_rate_NORM_(%),growth_accel_NORM_(%),growth_accel_rate_NORM_(%),LENTO,EXPONENCIAL,DESACELERACAO,ESTAVEL,LINEAR,CLASSIFICACAO
1242,2020-07-02,Coromandel,3119302,27,27974.0,True,False,49,175.16265,2020-07-02,0.0204,1,77,city,MG,0,0,1.2980498466471626,0.08499077702041243,0.003002225935533641,2.6490813196880874,0.17345056534778047,0.006126991705170696,1,1,0,0,0,LENTO
1243,2020-07-02,Guaxupé,3128709,27,51917.0,True,False,103,198.39359,2020-07-02,0.0194,2,77,city,MG,4,0,2.2485812724950804,0.06813375640252047,0.00014486847950471288,2.1830886140728936,0.06614927806069948,0.0001406490092278766,0,1,0,0,0,EXPONENCIAL
1244,2020-07-02,Itaguara,3132206,27,13358.0,True,False,45,336.87678,2020-07-02,0.0,0,77,city,MG,25,0,1.299756864087678,0.12134318057892322,0.016939650522080175,2.888348586861506,0.26965151239760715,0.037643667826844834,1,1,0,0,0,LENTO
1245,2020-07-02,Monte Azul,3142908,27,20854.0,True,False,24,115.08583,2020-07-02,0.0,0,77,city,MG,2,0,0.5169666747597363,0.02540162442835916,0.0023448252749165453,2.1540278114989015,0.10584010178482983,0.009770105312152272,1,1,0,0,0,LENTO
1246,2020-07-02,Munhoz,3143807,27,6029.0,True,False,22,364.90297000000004,2020-07-02,0.0909,2,77,city,MG,0,0,0.3554758874152558,0.005668325149661439,-0.0004754448818767396,1.6157994882511628,0.0257651143166429,-0.0021611130994397256,1,1,0,0,0,LENTO
1247,2020-07-02,São Sebastião do Paraíso,3164704,27,70956.0,True,False,48,67.64756,2020-07-02,0.0208,1,77,city,MG,2,0,1.0435397223445502,0.03481115194316763,-0.0001888081672491136,2.174041088217813,0.07252323321493256,-0.0003933503484356533,1,1,0,0,0,LENTO
1248,2020-07-02,Mundo Novo,5005681,27,18366.0,False,True,63,343.02516,2020-07-01,0.0,0,77,city,MS,0,0,1.4913613921981206,0.04991224356160916,-0.0006241591181533819,2.367240305076382,0.07922578343112564,-0.000990728758973622,0,1,0,0,0,EXPONENCIAL
1249,2020-07-02,Afuá,1500305,27,39218.0,True,False,725,1848.64093,2020-07-02,0.0069,5,77,city,PA,10,0,14.606567947482484,0.22710566429867451,-0.014136822538786951,2.0146990272389633,0.03132491921361028,-0.0019499065570740622,0,1,0,0,0,EXPONENCIAL
1250,2020-07-02,Riachão do Poço,2512762,27,4509.0,False,True,30,665.33599,2020-06-29,0.0333,1,77,city,PB,0,0,0.6008623176749049,0.004469056753033937,-0.001931236617662438,2.002874392249683,0.014896855843446457,-0.006437455392208126,1,1,0,0,0,LENTO
1251,2020-07-02,São Bento,2513901,27,34031.0,False,True,549,1613.23499,2020-06-29,0.0146,8,77,city,PB,0,0,9.365072368646356,-0.12302750470758747,-0.030646861767921956,1.7058419615020686,-0.022409381549651636,-0.005582306332954819,0,0,1,0,0,DESACELERACAO
1252,2020-07-02,Lagoa de Itaenga,2608503,27,21429.0,False,True,109,508.65649,2020-07-01,0.0642,7,77,city,PE,0,0,1.5683489001044917,-0.026345710924697282,-0.003546566645450281,1.4388522019307262,-0.02417037699513512,-0.003253730867385579,0,0,1,0,0,DESACELERACAO
1253,2020-07-02,Pesqueira,2610905,27,67395.0,False,True,273,405.07456,2020-07-01,0.0366,10,77,city,PE,0,0,5.49029080703521,0.08202425261108752,-0.014230544083630973,2.011095533712531,0.030045513776955135,-0.005212653510487536,0,1,0,0,0,EXPONENCIAL
1254,2020-07-02,Rio Formoso,2611903,27,23535.0,False,True,83,352.66624,2020-07-01,0.1807,15,77,city,PE,0,0,1.282109625780391,-0.015049999503161821,-0.003094049125466159,1.5447103925064951,-0.018132529521881713,-0.003727770030682119,0,0,1,0,0,DESACELERACAO
1255,2020-07-02,Sanharó,2612406,27,26462.0,False,True,52,196.5082,2020-07-01,0.0962,5,77,city,PE,0,0,0.9296730705726152,-0.01304580938471,-0.002522881538797287,1.7878328280242601,-0.025088094970596157,-0.00485169526691786,0,0,1,0,0,DESACELERACAO
1256,2020-07-02,São José do Egito,2613602,27,33951.0,False,True,72,212.07034,2020-07-01,0.0139,1,77,city,PE,0,0,1.193781078598249,-0.009823291288933765,-0.003698264859049368,1.6580292758309012,-0.013643460123519118,-0.0051364789709018996,0,0,1,0,0,DESACELERACAO
1257,2020-07-02,São Vicente Ferrer,2613800,27,18018.0,False,True,119,660.45066,2020-07-01,0.0588,7,77,city,PE,0,0,2.5484267523961566,0.05306133573315936,-0.003762894729971823,2.1415350860471905,0.04458935775895745,-0.0031620964117410276,0,1,0,0,0,EXPONENCIAL
1258,2020-07-02,Vertentes,2616209,27,20731.0,False,True,51,246.00839,2020-07-01,0.0196,1,77,city,PE,0,0,0.9874904882887825,0.009514899927600575,-0.0037991186417476058,1.9362558593897694,0.01865666652470701,-0.007449252238720796,0,1,0,0,0,EXPONENCIAL
1259,2020-07-02,Bom Princípio do Piauí,2201919,27,5630.0,False,True,12,213.14387000000002,2020-07-01,0.0833,1,77,city,PI,0,0,0.23025236037473962,-2.0789351685172975e-05,-0.0010603980534899578,1.918769669789497,-0.00017324459737644144,-0.008836650445749649,1,0,0,0,1,LENTO
1260,2020-07-02,Esperantina,2203701,27,39737.0,False,True,407,1024.23434,2020-07-01,0.0246,10,77,city,PI,0,0,7.167850864611905,0.09915948723492665,0.001693927008737105,1.7611427185778636,0.024363510377131855,0.00041619828224498894,0,1,0,0,0,EXPONENCIAL
1261,2020-07-02,Francinópolis,2204006,27,5348.0,False,True,22,411.36874,2020-07-01,0.0,0,77,city,PI,0,0,0.3803940682321746,0.00019653585017750456,-0.0017838013168539769,1.7290639465098847,0.0008933447735341116,-0.008108187803881712,1,0,0,0,1,LENTO
1262,2020-07-02,Luís Correia,2205706,27,30311.0,False,True,209,689.51866,2020-07-01,0.0383,8,77,city,PI,0,0,4.294632770074848,0.0645218194982887,-0.009176332654775847,2.0548482153468175,0.03087168397047306,-0.0043905897869740895,0,1,0,0,0,EXPONENCIAL
1263,2020-07-02,São José do Piauí,2210201,27,6705.0,False,True,17,253.54213,2020-07-01,0.0,0,77,city,PI,0,0,0.23944541172872663,-0.0006142430073904212,0.0007072549473688676,1.4085024219336861,-0.0036131941611201247,0.004160323219816868,1,0,0,0,1,LENTO
