,n_mean,n_std,n_mean_ICU,n_std_ICU,n_mean_ICU_SUS,n_std_ICU_SUS,n_mean_ICU_cor,n_std_ICU_cor,last_available_confirmed,last_available_deaths,estimated_population_2019,last_available_confirmed_per_100k_inhabitants,last_available_death_rate
2020-03-17,1.0,0.9651503258638789,0.0,0.9651503258638789,0.0,0.9651503258638789,0.0,0.9651503258638789,1,0,1379182.0,0.07251,0.0
2020-03-18,1.0,0.9671367717926637,0.0,0.9671367717926637,0.0,0.9671367717926637,0.0,0.9671367717926637,1,0,1379182.0,0.07251,0.0
2020-03-19,1.0,0.9665099141454343,0.0,0.9665099141454343,0.0,0.9665099141454343,0.0,0.9665099141454343,1,0,1379182.0,0.07251,0.0
2020-03-20,1.0,0.9621104747670953,0.0,0.9621104747670953,0.0,0.9621104747670953,0.0,0.9621104747670953,1,0,1379182.0,0.07251,0.0
2020-03-21,1.0,0.9639984073082951,0.0,0.9639984073082951,0.0,0.9639984073082951,0.0,0.9639984073082951,1,0,1379182.0,0.07251,0.0
2020-03-22,1.0,0.9660917830792962,0.0,0.9660917830792962,0.0,0.9660917830792962,0.0,0.9660917830792962,1,0,1379182.0,0.07251,0.0
2020-03-23,1.0,0.9705772519589577,0.0,0.9705772519589577,0.0,0.9705772519589577,0.0,0.9705772519589577,1,0,1379182.0,0.07251,0.0
2020-03-24,1.0,0.9654642469409276,0.0,0.9654642469409276,0.0,0.9654642469409276,0.0,0.9654642469409276,1,0,1379182.0,0.07251,0.0
2020-03-25,5.0,2.1810941559620294,0.0,2.1810941559620294,0.0,2.1810941559620294,0.0,2.1810941559620294,5,1,1379182.0,0.36253,0.2
2020-03-26,8.999999999999998,2.8580207886372753,0.0,2.8580207886372753,0.0,2.8580207886372753,0.0,2.8580207886372753,9,1,1379182.0,0.65256,0.1111
2020-03-27,13.0,3.489088329884667,0.07,3.4987479723091477,0.0,3.4987479723091477,0.07,3.4987479723091477,13,2,1379182.0,0.9425899999999999,0.1538
2020-03-28,13.0,3.4761234649296253,0.16,3.4975469036789693,0.0,3.4975469036789693,0.16,3.4975469036789693,13,2,1379182.0,0.9425899999999999,0.1538
2020-03-29,13.0,3.4479682203414876,0.06,3.456137272806861,0.0,3.456137272806861,0.06,3.456137272806861,13,2,1379182.0,0.9425899999999999,0.1538
2020-03-30,13.999999999999998,3.664903157180985,0.24000000000000002,3.694660356719566,0.0,3.694660356719566,0.24000000000000002,3.694660356719566,14,2,1379182.0,1.01509,0.1429
2020-03-31,21.0,4.350943239196194,0.5,4.404010339532263,0.0,4.404010339532263,0.5,4.404010339532263,21,2,1379182.0,1.52264,0.0952
2020-04-01,25.0,4.752245614847615,0.89,4.833480979981031,0.0,4.833480979981031,0.89,4.929289190054883,25,2,1379182.0,1.81267,0.08
2020-04-02,35.0,5.716253629393605,1.5,5.832457077043564,0.64,5.852175284076473,1.5,5.91199602246965,35,2,1379182.0,2.5377400000000003,0.0571
2020-04-03,51.99999999999999,6.869872743737799,2.5,7.033089755943083,1.34,7.05894832925922,2.5,7.098591978752412,52,2,1379182.0,3.77035,0.0385
2020-04-04,62.00000000000001,7.776603085895252,3.19,7.944032701062828,1.89,7.980323023258869,3.19,8.002308947100737,62,5,1379182.0,4.495419999999999,0.0806
