,n_mean,n_std,n_mean_ICU,n_std_ICU,n_mean_ICU_SUS,n_std_ICU_SUS,n_mean_ICU_cor,n_std_ICU_cor,last_available_confirmed,last_available_deaths,estimated_population_2019,last_available_confirmed_per_100k_inhabitants,last_available_death_rate
2020-03-18,1.0,0.9588503216842239,0.0,0.9588503216842239,0.0,0.9588503216842239,0.0,0.9588503216842239,1,0,1492745.0,0.06699,0.0
2020-03-19,1.0,0.9639984073082953,0.0,0.9639984073082953,0.0,0.9639984073082953,0.0,0.9639984073082953,1,0,1492745.0,0.06699,0.0
2020-03-20,2.0,1.3425439443177432,0.0,1.3425439443177432,0.0,1.3425439443177432,0.0,1.3425439443177432,2,0,1492745.0,0.13398,0.0
2020-03-21,2.0,1.3366625103842287,0.0,1.3366625103842287,0.0,1.3366625103842287,0.0,1.3366625103842287,2,0,1492745.0,0.13398,0.0
2020-03-22,4.0,1.9135349909568315,0.0,1.9135349909568315,0.0,1.9135349909568315,0.0,1.9135349909568315,4,0,1492745.0,0.26796,0.0
2020-03-23,4.0,1.9080901657961766,0.0,1.9080901657961766,0.0,1.9080901657961766,0.0,1.9080901657961766,4,0,1492745.0,0.26796,0.0
2020-03-24,3.9999999999999996,1.9342213216723987,0.0,1.9342213216723987,0.0,1.9342213216723987,0.0,1.9342213216723987,4,0,1492745.0,0.26796,0.0
2020-03-25,4.0,1.911052383405858,0.0,1.911052383405858,0.0,1.911052383405858,0.0,1.911052383405858,4,0,1492745.0,0.26796,0.0
2020-03-26,5.999999999999999,2.3593784492248524,0.0,2.3593784492248524,0.0,2.3593784492248524,0.0,2.3593784492248524,6,0,1492745.0,0.40194,0.0
2020-03-27,8.999999999999998,2.9556315020241573,0.0,2.9556315020241573,0.0,2.9556315020241573,0.0,2.9556315020241573,9,0,1492745.0,0.60292,0.0
2020-03-28,9.999999999999998,3.1352669726673983,0.0,3.1352669726673983,0.0,3.1352669726673983,0.0,3.1352669726673983,10,0,1492745.0,0.66991,0.0
2020-03-29,12.0,3.289990942850817,0.1,3.304639224490384,0.0,3.304639224490384,0.1,3.304639224490384,12,0,1492745.0,0.80389,0.0
2020-03-30,17.0,3.924334853246349,0.13,3.940190863448628,0.0,3.940190863448628,0.13,3.940190863448628,17,0,1492745.0,1.13884,0.0
2020-03-31,21.0,4.4915633596935285,0.4600000000000001,4.538561601889019,0.0,4.538561601889019,0.4600000000000001,4.538561601889019,21,0,1492745.0,1.4068,0.0
2020-04-01,25.0,4.755581516024676,0.5900000000000001,4.811658295801517,0.0,4.811658295801517,0.5900000000000001,4.811658295801517,25,0,1492745.0,1.67477,0.0
2020-04-02,28.0,5.000060605693302,0.64,5.0579843871453445,0.0,5.0579843871453445,0.64,5.1490289365956174,28,0,1492745.0,1.8757400000000002,0.0
2020-04-03,42.0,6.110481142919909,1.23,6.197618881310773,0.91,6.2042227392300955,1.23,6.341364525116345,42,0,1492745.0,2.8136099999999997,0.0
2020-04-04,45.00000000000001,6.510488817782014,1.58,6.624882236422369,0.95,6.628466236352468,1.58,6.758382300013171,45,0,1492745.0,3.01458,0.0
2020-04-05,49.00000000000001,6.707466064774464,1.7400000000000002,6.828111086537845,0.87,6.836388009036719,1.7400000000000002,7.091171777056116,49,0,1492745.0,3.28254,0.0
2020-04-06,75.00000000000001,8.419397996665952,2.9499999999999997,8.577608211282596,1.82,8.586207697596338,2.9499999999999997,8.787273223649684,75,3,1492745.0,5.0243,0.04
2020-04-07,100.0,9.699151269752182,3.87,9.877197748022226,2.63,9.896066660726136,3.87,10.064802406145262,100,3,1492745.0,6.69907,0.03
2020-04-08,110.99999999999999,10.450402341101949,4.78,10.643143759759571,3.53,10.663283222859135,4.78,10.813354257723656,111,4,1492745.0,7.435969999999999,0.036000000000000004
2020-04-09,114.0,10.206385404750453,4.76,10.425166810670373,3.57,10.44362020710745,4.76,10.688815168060945,114,5,1492745.0,7.636939999999999,0.0439
2020-04-10,146.99999999999997,11.627805407120409,6.22,11.864622142565628,5.48,11.881029357166767,6.22,12.227224385019527,147,7,1492745.0,9.84763,0.0476
2020-04-11,160.99999999999997,12.334553584188289,6.78,12.577456504445252,5.39,12.60437670498673,6.78,12.962342038038926,161,8,1492745.0,10.7855,0.0497
2020-04-12,180.0,12.751351681173636,7.75,13.04209606225049,6.34,13.066777326371247,7.65,13.454252491350463,180,11,1492745.0,12.05832,0.0611
2020-04-13,218.0,14.130317002313099,9.600000000000001,14.435430668527303,8.14,14.465892941186127,9.47,14.963514380861959,218,11,1492745.0,14.60397,0.0505
2020-04-14,272.0,15.699578582776281,12.110000000000001,16.048123493940583,10.85,16.07761697754887,11.65,16.677554050007128,272,16,1492745.0,18.22146,0.0588
2020-04-15,327.99999999999994,16.97630553138549,14.97,17.387968526971445,12.76,17.42193587104916,14.38,18.041438552690444,328,16,1492745.0,21.972939999999998,0.0488
2020-04-16,389.00000000000006,18.30278998437455,18.709999999999997,18.75598094507779,16.07,18.804571816771613,18.069999999999997,19.426014189038554,389,20,1492745.0,26.05937,0.0514
2020-04-17,435.00000000000006,19.73334357084092,20.779999999999998,20.18318727269924,18.35,20.21851993803821,19.549999999999997,21.113302164342468,435,22,1492745.0,29.14095,0.0506
2020-04-18,446.0,19.775293227212135,21.15,20.246089059920244,19.0,20.28753612990553,19.57,21.30242208925283,446,22,1492745.0,29.877840000000003,0.0493
2020-04-19,467.0,20.926441637219636,23.04,21.380326461398095,20.91,21.41962323655483,21.299999999999997,22.444185452051062,467,22,1492745.0,31.28465,0.0471
2020-04-20,610.0,23.807697592301206,29.35,24.31823934100626,26.07,24.35450399097597,26.400000000000002,25.78666568738051,610,23,1492745.0,40.864309999999996,0.0377
2020-04-21,673.9999999999999,25.297790057990873,32.86,25.85040776889567,29.08,25.909789304781732,28.99,27.673138910714794,674,24,1492745.0,45.151720000000005,0.0356
2020-04-22,776.0,26.90522836051226,38.37,27.49961841792197,34.58,27.56614976980487,33.589999999999996,29.487379032769635,776,26,1492745.0,51.984770000000005,0.0335
2020-04-23,804.0,26.454928318240295,39.29,27.039051986399826,35.17,27.095228958678916,34.53,28.979206948319607,804,33,1492745.0,53.86051,0.040999999999999995
2020-04-24,980.9999999999999,28.78629022730274,47.64,29.486724217018498,42.71,29.548820704903015,41.42,31.784212490423034,981,51,1492745.0,65.71786,0.052000000000000005
2020-04-25,1095.0,32.33392376842975,53.81,33.01946889734337,47.73,33.10804171591286,47.03,35.33380447084404,1095,59,1492745.0,73.35479000000001,0.0539
2020-04-26,1243.0,33.78466868838347,60.45000000000001,34.54531717011495,54.61,34.6279776825595,52.70000000000001,36.92526517278933,1243,67,1492745.0,83.26941,0.0539
2020-04-27,1301.0,34.92933125352076,64.47,35.70917363673068,58.37,35.78852025186542,54.87,38.51657747521241,1301,67,1492745.0,87.15486999999999,0.0515
2020-04-28,1344.0,36.33613556055112,66.88,37.10376999005286,60.12,37.18272915581571,54.769999999999996,40.425635618398324,1344,72,1492745.0,90.03546999999999,0.0536
2020-04-29,1487.0,37.321689201434666,73.73,38.2172916995499,66.41,38.29233976722349,58.760000000000005,41.98693647247242,1487,89,1492745.0,99.61514,0.0599
2020-04-30,1658.0000000000002,40.472529653650966,83.02999999999999,41.35943370702332,75.68,41.43477231222173,64.32,45.41353958653496,1658,139,1492745.0,111.07054,0.0838
2020-05-01,1791.9999999999998,40.78803300434622,89.45,41.739517682450966,80.75,41.82098559770724,68.67,46.3632223302963,1792,156,1492745.0,120.0473,0.0871
2020-05-02,1980.0,42.45522656430258,96.52999999999999,43.453498853674176,87.23,43.55690143509135,75.38,47.93861371429596,1980,178,1492745.0,132.64154,0.0899
2020-05-03,2022.0,44.37099789891427,99.77000000000001,45.34254905213705,90.12,45.43118262323197,76.73000000000002,50.13048088879074,2022,180,1492745.0,135.45515,0.08900000000000001
2020-05-04,2192.0,44.76733793129256,107.04,45.8279210247917,97.29,45.92346073037773,77.69,51.880392347215434,2192,186,1492745.0,146.84357,0.0849
