,n_mean,n_std,n_mean_ICU,n_std_ICU,n_mean_ICU_SUS,n_std_ICU_SUS,n_mean_ICU_cor,n_std_ICU_cor,last_available_confirmed,last_available_deaths,estimated_population_2019,last_available_confirmed_per_100k_inhabitants,last_available_death_rate
2020-03-16,1.0,0.9655688646198327,0.0,0.9655688646198327,0.0,0.9655688646198327,0.0,0.9655688646198327,1,0,718773.0,0.13913,0.0
2020-03-17,1.0,0.9642079494056093,0.0,0.9642079494056093,0.0,0.9642079494056093,0.0,0.9642079494056093,1,0,718773.0,0.13913,0.0
2020-03-18,6.0,2.378226144831394,0.0,2.378226144831394,0.0,2.378226144831394,0.0,2.378226144831394,6,0,718773.0,0.8347600000000001,0.0
2020-03-19,2.0,1.375764250417663,0.0,1.375764250417663,0.0,1.375764250417663,0.0,1.375764250417663,2,0,718773.0,0.27825,0.0
2020-03-20,2.9999999999999996,1.6507726993897454,0.0,1.6507726993897454,0.0,1.6507726993897454,0.0,1.6507726993897454,3,0,718773.0,0.41738000000000003,0.0
2020-03-21,3.0,1.6761548107185538,0.0,1.6761548107185538,0.0,1.6761548107185538,0.0,1.6761548107185538,3,0,718773.0,0.41738000000000003,0.0
2020-03-22,2.9999999999999996,1.6578554968648052,0.0,1.6578554968648052,0.0,1.6578554968648052,0.0,1.6578554968648052,3,0,718773.0,0.41738000000000003,0.0
2020-03-23,2.9999999999999996,1.6461157218424742,0.0,1.6461157218424742,0.0,1.6461157218424742,0.0,1.6461157218424742,3,0,718773.0,0.41738000000000003,0.0
2020-03-24,3.0,1.6477716817422,0.0,1.6477716817422,0.0,1.6477716817422,0.0,1.6477716817422,3,0,718773.0,0.41738000000000003,0.0
2020-03-25,17.0,3.9671122744358773,0.42000000000000004,4.0157664023172215,0.0,4.0157664023172215,0.42000000000000004,4.0157664023172215,17,0,718773.0,2.3651400000000002,0.0
2020-03-26,16.0,3.7689052077024257,0.23,3.7972814571277786,0.0,3.7972814571277786,0.23,3.7972814571277786,16,0,718773.0,2.22602,0.0
2020-03-27,16.999999999999996,4.04125193123581,0.45,4.093118269940067,0.0,4.093118269940067,0.45,4.093118269940067,17,0,718773.0,2.3651400000000002,0.0
2020-03-28,17.0,3.9994444058588385,0.52,4.0587135345519965,0.0,4.0587135345519965,0.52,4.0587135345519965,17,0,718773.0,2.3651400000000002,0.0
2020-03-29,17.0,4.1085277168348275,0.42,4.15441933367348,0.0,4.15441933367348,0.42,4.15441933367348,17,0,718773.0,2.3651400000000002,0.0
2020-03-30,39.99999999999999,6.074553647816605,1.4600000000000002,6.181440125100463,0.63,6.200266286233361,1.4600000000000002,6.181440125100463,40,0,718773.0,5.56504,0.0
2020-03-31,48.0,6.4219950328554605,2.25,6.572056010261949,1.22,6.610863801502813,2.25,6.64241049406894,48,1,718773.0,6.67805,0.0208
2020-04-01,51.0,6.866710797151513,2.3200000000000003,7.020207772688582,1.28,7.057259891184197,2.3200000000000003,7.4121033969904095,51,2,718773.0,7.09543,0.0392
2020-04-02,59.0,7.460414048682403,2.9899999999999998,7.632855152416936,1.19,7.661225605461425,2.9899999999999998,7.75584973104205,59,2,718773.0,8.20843,0.0339
2020-04-03,69.99999999999999,8.1681816776558,3.82,8.384866839681589,1.9,8.424725035227672,3.82,8.545820172706796,70,2,718773.0,9.73882,0.0286
2020-04-04,75.99999999999999,8.414753758018165,3.69,8.600684903429542,1.76,8.637950035053503,3.69,8.762492553924128,76,3,718773.0,10.57357,0.0395
2020-04-05,72.0,8.094230393098881,3.3200000000000003,8.269750035917994,1.77,8.311790761115542,3.3200000000000003,8.434290160117241,72,3,718773.0,10.01707,0.0417
2020-04-06,74.0,8.182946050207471,3.88,8.384784198809536,1.93,8.42197756234283,3.88,8.544840725859261,74,3,718773.0,10.29532,0.0405
2020-04-07,98.00000000000001,9.59904246066326,5.95,9.864680236156474,3.26,9.941042005826962,5.95,10.001353292268385,98,3,718773.0,13.63435,0.0306
2020-04-08,113.0,10.515760178000074,6.75,10.790519548252165,3.83,10.872737103471788,6.33,11.51354384710424,113,3,718773.0,15.72124,0.0265
2020-04-09,130.0,10.96123564515821,7.7,11.256628574697084,4.22,11.339457079979045,7.47,11.879858304429955,130,3,718773.0,18.08638,0.0231
2020-04-10,139.0,11.516110805337368,8.26,11.81795278721353,5.05,11.8874517067708,7.81,12.506703212778545,139,3,718773.0,19.33851,0.0216
2020-04-11,142.00000000000003,11.286972914637369,8.379999999999999,11.611604435897634,4.81,11.698002289953513,7.859999999999999,12.300508653357111,142,3,718773.0,19.75589,0.0211
2020-04-12,147.0,11.45773965404163,8.82,11.78984300064246,4.82,11.869625014287436,8.4,12.500383913296343,147,3,718773.0,20.451520000000002,0.0204
2020-04-13,150.0,11.73854051121064,9.120000000000001,12.057293781497295,5.41,12.143320523371411,7.660000000000001,13.549484689593747,150,4,718773.0,20.8689,0.0267
2020-04-14,160.00000000000003,11.985580562248181,9.299999999999999,12.321645239745438,5.49,12.41341376955354,7.049999999999999,13.964772164849723,160,4,718773.0,22.26016,0.025
2020-04-15,186.0,13.084527063858614,10.889999999999999,13.436537816150727,6.39,13.523255838918693,8.569999999999999,15.159942798591482,186,6,718773.0,25.87743,0.0323
2020-04-16,205.0,13.938407079691421,12.459999999999999,14.303111267105209,7.5,14.38015966250695,9.469999999999999,16.212324623476107,205,7,718773.0,28.52083,0.0341
