,n_mean,n_std,n_mean_ICU,n_std_ICU,n_mean_ICU_SUS,n_std_ICU_SUS,n_mean_ICU_cor,n_std_ICU_cor,last_available_confirmed,last_available_deaths,estimated_population_2019,last_available_confirmed_per_100k_inhabitants,last_available_death_rate
2020-03-07,1.0,0.962215457087749,0.0,0.962215457087749,0.0,0.962215457087749,0.0,0.962215457087749,1,0,3015268.0,0.03316,0.0
2020-03-08,1.0,0.9614803401237308,0.0,0.9614803401237308,0.0,0.9614803401237308,0.0,0.9614803401237308,1,0,3015268.0,0.03316,0.0
2020-03-09,1.0,0.9631597830457665,0.0,0.9631597830457665,0.0,0.9631597830457665,0.0,0.9631597830457665,1,0,3015268.0,0.03316,0.0
2020-03-10,1.0,0.9684935714705583,0.0,0.9684935714705583,0.0,0.9684935714705583,0.0,0.9684935714705583,1,0,3015268.0,0.03316,0.0
2020-03-11,2.0,1.3670731102939926,0.0,1.3670731102939926,0.0,1.3670731102939926,0.0,1.3670731102939926,2,0,3015268.0,0.06633,0.0
2020-03-12,2.0,1.3759110847475986,0.0,1.3759110847475986,0.0,1.3759110847475986,0.0,1.3759110847475986,2,0,3015268.0,0.06633,0.0
2020-03-13,2.0,1.333560586694072,0.0,1.333560586694072,0.0,1.333560586694072,0.0,1.333560586694072,2,0,3015268.0,0.06633,0.0
2020-03-14,8.0,2.74126712571859,0.0,2.74126712571859,0.0,2.74126712571859,0.0,2.74126712571859,8,0,3015268.0,0.26532,0.0
2020-03-15,13.999999999999998,3.6958070700443626,0.31000000000000005,3.73500868794035,0.0,3.73500868794035,0.31000000000000005,3.73500868794035,14,0,3015268.0,0.4643,0.0
2020-03-16,19.0,4.215747294670928,0.43000000000000005,4.262021263734527,0.0,4.262021263734527,0.43000000000000005,4.262021263734527,19,0,3015268.0,0.63013,0.0
2020-03-17,19.0,4.069621380646876,0.42000000000000004,4.11643270099466,0.0,4.11643270099466,0.42000000000000004,4.11643270099466,19,0,3015268.0,0.63013,0.0
2020-03-18,34.00000000000001,5.396482206217324,1.03,5.480759089945497,0.79,5.495873015456252,1.03,5.480759089945497,34,0,3015268.0,1.1275899999999999,0.0
2020-03-19,41.99999999999999,6.0703285651510575,1.35,6.170542025534621,0.59,6.1901121871004,1.35,6.170542025534621,42,0,3015268.0,1.39291,0.0
2020-03-20,87.0,8.91036169044475,4.59,9.135088694399494,2.73,9.191678054335098,4.59,9.135088694399494,87,0,3015268.0,2.88532,0.0
2020-03-21,108.0,10.122731695036522,5.43,10.351347591965839,3.55,10.395090041442497,5.43,10.351347591965839,108,0,3015268.0,3.5817699999999997,0.0
2020-03-22,117.0,10.192807921928743,6.0,10.43875152177373,4.13,10.508122255347688,6.0,10.482937459404106,117,0,3015268.0,3.88025,0.0
2020-03-23,138.0,11.31835016709814,7.34,11.60506141754754,4.7,11.677647473059396,7.34,11.644961454325527,138,0,3015268.0,4.57671,0.0
2020-03-24,161.00000000000003,12.457215668929484,8.66,12.768297545962119,5.78,12.822676094412675,8.66,12.804975674330743,161,0,3015268.0,5.3394900000000005,0.0
2020-03-25,195.00000000000003,13.69104994092303,10.370000000000001,14.003719094756525,7.06,14.081212607046615,10.370000000000001,14.070289171645955,195,0,3015268.0,6.46709,0.0
2020-03-26,171.0,12.742214893967235,9.419999999999998,13.077394251304058,6.29,13.147780816702126,9.419999999999998,13.14957686456761,171,0,3015268.0,5.67114,0.0
2020-03-27,211.0,14.471176506937834,10.82,14.767706304465479,6.99,14.830881615566536,10.82,14.827795970181587,211,0,3015268.0,6.997719999999999,0.0
2020-03-28,225.0,14.492220135108507,12.35,14.834774836324426,8.7,14.916452139984374,12.35,15.085923567981839,225,0,3015268.0,7.46202,0.0
2020-03-29,269.99999999999994,15.77575815783652,15.270000000000001,16.202241988519535,10.62,16.274773284274822,14.96,16.627174605251952,270,1,3015268.0,8.95443,0.0037
2020-03-30,285.0,16.36965658056566,15.94,16.792494054358233,10.76,16.891721539430392,15.51,17.324915059479565,285,2,3015268.0,9.4519,0.006999999999999999
2020-03-31,304.99999999999994,17.214487673427456,16.779999999999998,17.664404486384075,11.59,17.746917643877932,16.359999999999996,18.137701178495693,305,3,3015268.0,10.11519,0.0098
2020-04-01,329.0,17.84256628731337,18.800000000000004,18.311268981618166,12.77,18.397817036734864,17.770000000000003,19.113903105310328,329,4,3015268.0,10.91114,0.0122
2020-04-02,372.99999999999994,18.563040285644608,20.150000000000002,19.021103139578017,14.19,19.121617730894652,18.8,19.996948605608647,373,5,3015268.0,12.37038,0.0134
2020-04-03,382.0,19.125861702380515,20.49,19.58746246604153,14.27,19.68669057659478,15.899999999999999,21.612925098494447,382,6,3015268.0,12.66886,0.0157
2020-04-04,418.00000000000006,19.70978324476339,23.000000000000004,20.186246693121426,16.24,20.300910214952324,17.570000000000004,22.685567053200426,418,7,3015268.0,13.862779999999999,0.0167
2020-04-05,428.0,20.086298662008236,23.95,20.6013274800289,16.1,20.727872392973524,17.95,23.095069328164556,428,7,3015268.0,14.194429999999999,0.0164
2020-04-06,442.0,20.376491703465888,25.23,20.88334537715196,17.96,20.98838998449891,17.89,23.89124451857761,442,10,3015268.0,14.658729999999998,0.0226
2020-04-07,465.99999999999994,21.055678952758,26.379999999999995,21.588219383766145,18.42,21.706561592330008,17.719999999999995,25.08147998790818,466,12,3015268.0,15.454679999999998,0.0258
2020-04-08,472.0,21.62088870242915,25.749999999999996,22.11730834172252,17.81,22.255543765157224,15.379999999999995,26.17784324133058,472,12,3015268.0,15.653670000000002,0.0254
2020-04-09,486.0,21.59406484114643,27.089999999999996,22.138096945393396,18.74,22.276618602553583,17.669999999999998,25.712128981624154,486,13,3015268.0,16.11797,0.0267
2020-04-10,518.0,21.378130050227604,29.55,21.99791682056382,20.41,22.133012547876184,18.73,26.495159820982284,518,14,3015268.0,17.17924,0.027000000000000003
2020-04-11,545.0000000000001,21.849434266767133,31.189999999999998,22.440959823006185,22.06,22.567965743012326,18.839999999999996,26.901063589052054,545,14,3015268.0,18.074679999999997,0.0257
2020-04-12,576.0,23.59556969201865,32.0,24.163453997533324,22.48,24.29407559655047,16.729999999999997,29.09269933411911,576,14,3015268.0,19.10278,0.0243
2020-04-13,598.0,23.764037850279045,33.75000000000001,24.366998070125405,23.38,24.521137717273543,17.81000000000001,29.592878391855564,598,15,3015268.0,19.8324,0.0251
2020-04-14,610.0,23.289738495567512,35.38,23.924136749147696,24.84,24.06696323161523,18.600000000000005,29.738787888051274,610,17,3015268.0,20.23037,0.0279
